id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
53829,53985.0,95650.0,,Gl 410,,,11.043982,21.96714,11.7716,141.43,-51.13,-13.9,9.57,9.216,K,1.437,-10.576702,2.703881,4.403412,9.72e-06,-1.081e-05,-8.02e-06,2.891307687629898,0.3833989230042025,6.856719884e-07,-2.47885234e-07,,,Leo,1,53829,,0.0179308137708044,,,
92580,92871.0,,,Gl 735,,,18.924281,8.402507,11.773,92.03,-69.58,-13.5,10.1,9.746,M2Ve,1.539,2.790755,-11.307203,1.720327,1.97e-06,1.396e-05,-5.95e-06,4.954365065022764,0.1466514073331175,4.461740302e-07,-3.37333358e-07,,,Aql,1,92580,,0.0110052522142054,V1285,10.143,10.043
73243,73470.0,,,Gl 572,,,15.015422,45.426209,11.7938,241.12,370.51,-10.0,9.15,8.792,M0,1.427,-5.829123,-5.876436,8.401216,2.547e-05,6.1e-06,7.58e-06,3.931028342599032,0.7928369054777112,1.1689827466e-06,1.796283167e-06,,,Boo,1,73243,,0.0264972009887896,,,
69749,69972.0,125072.0,,Gl 542,,,14.318081,-59.379037,11.798,-454.49,-810.0,-14.9,6.66,6.301,K3V,1.017,-4.936333,-3.427027,-10.152722,2.43e-05,4.852e-05,-1.048e-05,3.7484647299901535,-1.036359699169605,-2.2034296968e-06,-3.926990812e-06,,,Cen,1,69749,,0.2627846540838492,,,
118838,,110380.0,4826.0,Gl 482B,29Gam Vir,,12.694171,-1.449235,11.8301,-559.96,6.84,-19.6,3.52,3.155,F0 V,,-11.630574,-2.137246,-0.299172,1.389e-05,3.521e-05,9e-07,3.3233262358657183,-0.02529392369485,-2.7147626856e-06,3.3166103e-08,Gam,29.0,Vir,2,61748,Gl 482,4.7643098680541565,,,
118276,,,,GJ 3266,,,4.203735,64.73544,11.8343,490.27,-411.38,0.0,13.71,13.344,m,1.69,2.287923,4.502957,10.702311,-1.54e-05,3.177e-05,-1.007e-05,1.100535328801583,1.12984656870445,2.3768960317e-06,-1.994445911e-06,,,Cam,1,118276,,0.000400313282178,,,
3927,3937.0,,,GJ 3060A,,,0.842564,24.81672,11.8455,198.46,-41.74,0.0,12.01,11.642,,,10.491115,2.352447,4.971757,-1.51e-06,1.134e-05,-2.18e-06,0.2205827769107662,0.4331334743392375,9.621612304e-07,-2.0236123e-07,,,Psc,1,3927,GJ 3060,0.0019195525237613,FT,12.172,11.822
107213,107556.0,207098.0,8322.0,Gl 837,49Del Cap,Deneb Algedi,21.784011,-16.127286,11.8666,263.26,-296.23,-6.3,2.85,2.478,A5mF2 (IV),0.18,9.534405,-6.248606,-3.296196,-8.3e-07,1.865e-05,-1.458e-05,5.703040680804334,-0.2814742384311937,1.2763204954e-06,-1.436163565e-06,Del,49.0,Cap,1,107213,,8.8879171988482,Del,2.93,2.82
36524,36626.0,,,Gl 277A,,,7.532709,36.219397,11.868,-224.41,-213.3,0.1,10.52,10.148,M3.5Ve,1.439,-3.739646,8.814115,7.01255,9.02e-06,1.179e-05,-9.84e-06,1.9720585462591704,0.632147724558675,-1.0879703805e-06,-1.03410758e-06,,,Lyn,1,36522,Gl 277,0.0075997621436103,VV,10.743,10.453
54487,54646.0,97101.0,,Gl 414A,,,11.184755,30.446017,11.8723,592.12,-197.1,-15.4,8.31,7.937,K8V,1.255,-10.002848,2.167892,6.015938,4.3e-07,-3.496e-05,-1.776e-05,2.9281619414391966,0.531383245782065,2.8706787653e-06,-9.55567764e-07,,,UMa,1,54487,Gl 414,0.058237134794375,,,
118194,,,,GJ 1055,,,3.150009,10.02511,11.8765,289.56,-570.75,0.0,14.85,14.477,m,1.72,7.938658,8.58805,2.067458,-8.35e-06,1.552e-05,-3.236e-05,0.8246704143246708,0.17497118529595,1.4038264934e-06,-2.767074081e-06,,,Cet,1,118194,,0.0001409937949359,,,
119082,,,,GJ 3954,,,16.446541,-17.393765,11.9048,-324.4,-393.53,0.0,14.3,13.921,m,,-4.493949,-10.433779,-3.558784,-1.451e-05,1.364e-05,-2.167e-05,4.305694311221014,-0.303578466879,-1.5727355797e-06,-1.90787758e-06,,,Oph,1,119082,,0.0002352881201938,,,
119495,,,,GJ 9780,,,22.418084,-47.868717,11.9048,466.15,-625.38,0.0,12.51,12.131,M3.5,,7.311156,-3.213265,-8.828715,-1.367e-05,3.54e-05,-2.422e-05,5.869040604948595,-0.8354667216017999,2.2599589719e-06,-3.031952036e-06,,,Gru,1,119495,,0.0012234888053268,,,
119308,,,,GJ 1243,,,19.852496,46.481542,11.919,153.68,245.93,0.0,12.83,12.449,m,1.64,3.826298,-7.260781,8.643094,3.05e-06,1.326e-05,9.79e-06,5.197371358083214,0.81125594484145,7.450616643e-07,1.192316829e-06,,,Cyg,1,119308,,0.0009128512193311,,,
118731,,,,Gl 414B,,,11.184011,30.445753,11.9261,572.48,-210.63,-15.0,9.98,9.598,M2 V,1.52,-10.04729,2.179382,6.042833,-1.3e-07,-3.384e-05,-1.827e-05,2.927967132067922,0.5313786246048501,2.7754613584e-06,-1.021167903e-06,,,UMa,2,54487,Gl 414,0.0126124657531753,,,
11022,11048.0,,,Gl 96,,,2.370717,47.880029,11.9403,216.66,40.88,-37.3,9.4,9.015,M2,1.466,6.514448,4.657185,8.856375,-2.953e-05,-5.7e-06,-2.671e-05,0.6206523199765525,0.83566414417853,1.0503973203e-06,1.98191832e-07,,,And,1,11022,,0.0215774440915266,,,
118715,,,,Gl 403,,,10.868086,13.998953,11.9474,-1104.32,186.78,0.0,12.67,12.284,dM3,1.65,-11.087256,3.385307,2.890126,2.116e-05,6.041e-05,1.05e-05,2.8452583492781445,0.2443278227496,-5.3538944371e-06,9.05534992e-07,,,Leo,1,118715,,0.0010626738654024,,,
119197,,,,GJ 1223,,,18.046075,37.515462,11.976,162.04,-1138.53,0.0,14.85,14.458,m,1.77,0.114678,-9.49854,7.293091,9.89e-06,-4.015e-05,-5.242e-05,4.724451375604398,0.6547683392674,7.85592088e-07,-5.519734652e-06,,,Her,1,119197,,0.0001434828518233,,,
36522,36627.0,,,Gl 277B,,,7.532601,36.229837,11.9818,-258.15,-254.27,0.1,11.82,11.427,M4,1.567,-3.774746,8.897552,7.081553,1.036e-05,1.397e-05,-1.185e-05,1.972030379967982,0.6323299425622313,-1.2515465164e-06,-1.232735745e-06,,,Lyn,2,36522,Gl 277,0.002339914561055,BL,11.92,11.73
108224,108569.0,,,Gl 842,,,21.992832,-59.752816,11.9861,886.92,-126.37,13.4,9.74,9.347,M2,1.479,5.223357,-3.028532,-10.354419,2.634e-05,4.43e-05,-1.554e-05,5.757709884208086,-1.04288338076667,4.2999094956e-06,-6.12659048e-07,,,Ind,1,108224,,0.0158927846988246,,,
118921,,,,GJ 1179A,,,13.803766,23.61286,11.9904,-1472.94,144.42,0.0,15.32,14.926,dM4  :,1.96,-9.784265,-4.997088,4.802811,-3.598e-05,7.776e-05,7.69e-06,3.613817567268681,0.41212215988065,-7.1410146264e-06,7.00177613e-07,,,Boo,1,118921,GJ 1179,9.32395137541e-05,,,
118922,,,,GJ 1179B,,,13.801,23.579437,11.9904,-1472.94,144.42,0.0,15.65,15.256,DC9,1.1,-9.790376,-4.991272,4.796402,-3.593e-05,7.779e-05,7.69e-06,3.613093250268681,0.41153880788065,-7.1410146264e-06,7.00177613e-07,,,Boo,2,118921,GJ 1179,6.88018316143e-05,,,
50494,50636.0,89694.0,,,,,10.342351,-23.644523,12.0019,-49.84,-56.58,0.0,10.65,10.254,K1III,0.678,-9.975212,4.62288,-4.813494,2.42e-06,2.08e-06,-3.02e-06,2.707621272727539,-0.412674781191325,-2.416311384e-07,-2.7430758e-07,,,Hya,1,50494,,0.0068928686073184,,,
83841,84099.0,,,GJ 3992,,,17.192976,38.44276,12.0034,211.77,-44.85,0.0,11.54,11.143,,,-1.97155,-9.19237,7.462904,1.171e-05,-4.17e-06,-2.04e-06,4.501110539536899,0.6709527364093187,1.0266899313e-06,-2.17438935e-07,,,Her,1,83841,,0.0030394849687701,,11.627,11.427
118721,,,,GJ 1140,,,10.959883,-7.523175,12.0048,-808.03,56.5,0.0,14.31,13.913,DA6,0.32,-11.46294,3.200908,-1.571755,1.222e-05,4.541e-05,3.26e-06,2.86929075500085,-0.13130418052875,-3.917439983e-06,2.73929425e-07,,,Crt,1,118721,,0.000237028189913,,,
15293,15330.0,20766.0,1006.0,Gl 136,Zet1Ret,,3.295903,-62.575322,12.0077,1337.83,648.71,12.2,5.53,5.133,G2V,0.641,3.596056,4.201871,-10.658337,-3.363e-05,8.047e-05,6.32e-06,0.8628652913500475,-1.0921454009452638,6.4859828626e-06,3.145034827e-06,Zet-1,,Ret,1,15293,,0.7705485366297148,,,
114702,115064.0,,,,,,23.306396,-24.998454,12.0178,21.8,11.14,0.0,11.57,11.171,,,10.712884,-1.966966,-5.078648,5e-07,1.2e-06,5.9e-07,6.101600226782096,-0.436305337427865,1.056893824e-07,5.4008244e-08,,,Scl,1,114702,,0.0029621019360527,,,
15333,15371.0,20807.0,1010.0,Gl 138,Zet2Ret,,3.303309,-62.506363,12.0322,1331.1,646.84,11.5,5.24,4.838,G1V,0.6,3.603559,4.227199,-10.6734,-3.384e-05,7.997e-05,6.98e-06,0.8648043478553914,-1.0909418392729038,6.4533549019e-06,3.135968811e-06,Zet-2,,Ret,1,15333,,1.0111137119549063,,,
35096,35191.0,,,Gl 268.3,,,7.272161,27.142499,12.0351,-37.74,-195.76,0.0,10.83,10.428,,1.52,-3.501308,10.121224,5.490474,3.8e-07,5.64e-06,-1.016e-05,1.9038472990240236,0.4737259676264662,-1.82968683e-07,-9.49071261e-07,,,Gem,1,35096,,0.005872188659713,,10.886,10.736
119146,,,,Gl 669B,,,17.331421,26.50097,12.0467,-215.0,372.39,-34.0,12.97,12.566,dM5  e,1.64,-1.877194,-10.614647,5.374617,-5.26e-06,4.238e-05,3.95e-06,4.53735551252934,0.46252917388325,-1.0423494132e-06,1.805397665e-06,,,Her,2,84536,Gl 669,0.0008195963204818,,,
118816,,,,GJ 2092,,,12.443649,-66.212707,12.0482,-6.28,-179.89,55.0,13.97,13.565,DA/F,0.4,-4.827936,-0.563275,-11.027269,-1.303e-05,-1.15e-06,-5.571e-05,3.257739622685043,-1.15562974456645,-3.04462991e-08,-8.72131329e-07,,,Mus,1,118816,,0.0003265878321723,,,
118352,,,,GJ 3331A,,,5.11383,-21.581878,12.0482,-33.08,115.35,0.0,10.29,9.885,M2,1.52,2.575958,10.903377,-4.431695,2.45e-06,1.97e-06,6.26e-06,1.3387976031817237,-0.3766748321286,-1.603763655e-07,5.59237428e-07,,,Lep,1,118352,GJ 3331,0.0096827785626124,,,
118818,,,,GJ 3727A,,,12.481423,-10.664672,12.0482,-279.62,14.65,0.0,10.96,10.555,M2,1.51,-11.746178,-1.488318,-2.229648,-2.21e-06,1.618e-05,8.4e-07,3.267628782199321,-0.1861336317702,-1.3556360136e-06,7.1044596e-08,,,Vir,1,118818,GJ 3727,0.0052239618899911,,,
118819,,,,GJ 3728B,,,12.481145,-10.664674,12.0482,-279.62,14.65,0.0,11.0,10.595,g,,-11.746287,-1.487463,-2.229649,-2.21e-06,1.618e-05,8.4e-07,3.2675559951993214,-0.1861336717702,-1.3556360136e-06,7.1044596e-08,,,Vir,2,118819,GJ 3728,0.005035006087879,,,
118353,,,,GJ 3332B,,,5.113552,-21.581858,12.0482,-33.08,115.35,0.0,11.66,11.255,M3:,1.51,2.576751,10.903192,-4.431691,2.45e-06,1.97e-06,6.26e-06,1.3387249131817238,-0.3766744891286,-1.603763655e-07,5.59237428e-07,,,Lep,2,118353,GJ 3332,0.0027415741719278,,,
118193,,,,GJ 1053,,,3.177732,73.774349,12.0627,1818.65,-1050.0,0.0,14.64,14.233,sdM6,1.79,2.267085,2.494214,11.582227,-3.886e-05,0.00011522,-1.714e-05,0.8319283992000711,1.28760529506015,8.8170640014e-06,-5.090538797e-06,,,Cas,1,118193,,0.0001765224717453,,,
80442,80686.0,147584.0,6098.0,Gl 624,Zet TrA,,16.474422,-70.084401,12.1168,199.89,110.77,7.6,4.9,4.483,F9V,0.555,-1.604938,-3.802618,-11.392224,7.41e-06,-1.264e-05,-5.09e-06,4.312993488573079,-1.223203548004011,9.690940661e-07,5.37028113e-07,Zet,,TrA,1,80442,,1.4021678337057588,,,
22709,22762.0,,,Gl 180,,,4.897213,-17.773419,12.1183,408.76,-644.35,-15.0,10.9,10.483,M3,1.547,3.285536,11.062177,-3.699113,-3.047e-05,-1.824e-05,-3.136e-05,1.2820874560885056,-0.3102046750983125,1.9817244006e-06,-3.12389695e-06,,,Eri,1,22709,,0.0055821306891772,,10.97,10.83
77022,77257.0,141004.0,5868.0,Gl 598,27Lam Ser,,15.77406,7.353073,12.1242,-225.51,-68.52,-68.5,4.42,4.002,G0Vvar,0.604,-6.61701,-10.039373,1.551618,2.689e-05,6.488e-05,-1.296e-05,4.129639125595854,0.1283353362995862,-1.093303331e-06,-3.32194333e-07,Lam,27.0,Ser,1,77022,,2.1837353276021747,,,
101855,102186.0,196877.0,,Gl 798,,,20.705209,-52.699263,12.1492,81.54,-1065.84,-42.9,8.83,8.407,K7V,1.324,4.788986,-5.591699,-9.663966,-4.613e-05,6.124e-05,-3.14e-06,5.420610919024408,-0.919775645208655,3.953170751e-07,-5.167338132e-06,,,Ind,1,101855,,0.0377746109388218,,,
118640,,,,Gl 359,,,9.683913,22.024983,12.1655,472.93,-474.59,0.0,14.23,13.804,M4,1.78,-9.267294,6.426743,4.562194,-2.452e-05,-1.693e-05,-2.595e-05,2.5352425314669724,0.3844084738648999,2.2928293395e-06,-2.300862702e-06,,,Leo,1,118640,,0.0002620595554733,,,
104095,104432.0,,,Gl 821,,,21.154837,-13.302505,12.1684,710.44,-1995.17,-61.0,10.87,10.444,M3,1.49,8.705568,-8.02691,-2.79973,-3.613e-05,9.032e-05,-0.00010019,5.538323373715231,-0.2321725044997125,3.4443103121e-06,-9.67285711e-06,,,Aqr,1,104095,,0.0057862873881795,,10.934,10.804
171,171.0,224930.0,9088.0,Gl 914A,85    Peg,,0.036139,27.082256,12.1699,778.59,-918.72,-37.6,5.8,5.374,G3V,0.69,10.834733,0.102555,5.540428,-9.99e-06,4.584e-05,-6.577e-05,0.00946108171981,0.4726745357978474,3.7747108354e-06,-4.454080246e-06,,85.0,Peg,1,171,Gl 914,0.6171631684555837,,,
118575,,,,GJ 3518,,,8.922323,-23.870256,12.1951,-588.26,45.26,0.0,14.0,13.569,m,,-7.723554,8.044465,-4.934953,2.433e-05,2.487e-05,2.45e-06,2.335858685752138,-0.4166145686967999,-2.8519649572e-06,2.19446064e-07,,,Pyx,1,118575,,0.0003253868517801,,,
118597,,,,GJ 3533,,,9.117508,-22.146672,12.1951,-299.05,-413.12,0.0,14.3,13.869,k-m,,-8.228877,7.73763,-4.597295,1.882e-05,6.58e-06,-2.262e-05,2.386957939234415,-0.38653234035625,-1.4498353117e-06,-2.002867125e-06,,,Pyx,1,118597,,0.0002468311689697,,,
118913,,,,GJ 3800,,,13.702744,-16.006068,12.1951,-509.82,-13.35,0.0,13.5,13.069,m,,-10.576796,-5.054138,-3.362667,-1.28e-05,2.729e-05,-7.6e-07,3.587369972144689,-0.2793585901313,-2.4716771062e-06,-6.4722626e-08,,,Vir,1,118913,,0.0005157034063026,,,
118733,,,,GJ 3647,,,11.197753,33.536462,12.1951,-174.92,96.96,0.0,12.38,11.949,dM4,,-9.941643,2.119361,6.737397,5.25e-06,9.45e-06,4.78e-06,2.931564937195499,0.5853216850096,-8.4803609e-07,4.70080192e-07,,,UMa,1,118733,,0.0014467716832477,,,
7750,7765.0,10182.0,,,,,1.665572,15.259358,12.1981,125.98,-35.92,0.0,8.68,8.249,K0,,10.666898,4.970337,3.210403,-2.64e-06,6.99e-06,-2.05e-06,0.4360456852224041,0.2663260372306025,6.107682748e-07,-1.74145074e-07,,,Psc,1,7750,,0.0436918063385287,,8.998,8.238
41807,41926.0,72673.0,3384.0,Gl 309,,,8.547669,-31.500853,12.2085,-1113.64,761.73,15.7,6.38,5.947,K0V,0.78,-6.439391,8.178727,-6.379152,2.874e-05,7.004e-05,3.005e-05,2.237774490058119,-0.54979359750158,-5.3990790721e-06,3.692971248e-06,,,Pyx,1,41807,,0.3640826637894007,,,
119587,,,,GJ 1288,,,23.714489,30.821963,12.21,-336.05,-268.27,0.0,14.36,13.926,m,1.77,10.456214,-0.783167,6.256063,6.63e-06,-2.044e-05,-1.364e-05,6.208438590181324,0.5379447400018,-1.6292163735e-06,-1.300599964e-06,,,Peg,1,119587,,0.0002342070694794,,,
119438,,,,GJ 1263,,,21.777894,-0.176275,12.2249,752.64,-511.5,39.0,12.65,12.214,M3.5,1.61,10.215578,-6.718446,-0.037617,5.776e-05,1.539e-05,-3.043e-05,5.701439389084267,-0.00307658688675,3.6489016853e-06,-2.479797735e-06,,,Aqr,1,119438,,0.001133443822971,,,
9272,9291.0,,,Gl 82,,,1.989817,58.521133,12.2474,321.81,-195.33,-8.8,12.21,11.77,M4Ve,1.54,5.547005,3.182972,10.444918,-5.01e-06,1.916e-05,-1.373e-05,0.5209329955654222,1.0213864508675825,1.5601789054e-06,-9.46986562e-07,,,Cas,1,9272,,0.0017060823890031,V596,12.348,12.058
119030,,,,Gl 590,,,15.609725,-37.901036,12.2549,-329.07,-826.93,0.0,12.8,12.358,M4,1.6,-5.664121,-7.837528,-7.528178,1.82e-06,3.59e-05,-3.877e-05,4.08661638118107,-0.6614978707611999,-1.5953763786e-06,-4.009055224e-06,,,Lup,1,119030,,0.000992658806871,,,
26714,26779.0,37394.0,1925.0,Gl 211,,,5.688982,53.481058,12.2775,2.7,-523.61,1.8,6.21,5.764,K1V,0.84,0.594246,7.282002,9.866951,1.97e-06,2.607e-05,-1.707e-05,1.489371957537232,0.93342054383702,1.30899694e-08,-2.538532912e-06,,,Aur,1,26714,,0.4309233228186262,V538,6.236,6.196
92776,93069.0,175224.0,,Gl 737A,,,18.9585,-55.99189,12.285,1.09,-441.72,-13.5,8.86,8.413,M2V,1.433,1.706149,-6.655863,-10.183654,-7.27e-06,2.862e-05,-3.27e-06,4.963323686239105,-0.9772428282911536,5.2844691e-09,-2.141518989e-06,,,Tel,1,92776,Gl 737,0.0375664364614458,,,
118078,,,,Gl 64,,,1.633079,-4.995205,12.285,574.3,-345.07,0.0,12.84,12.393,DA7,0.35,11.136753,5.074421,-1.069684,-1.58e-05,3.038e-05,-2.047e-05,0.4275390242483715,-0.0871827785403999,2.7842849674e-06,-1.672970808e-06,,,Cet,1,118078,,0.0009611695415159,,,
22574,22627.0,,,Gl 179,,,4.868257,6.476539,12.288,146.09,-310.14,-7.8,11.94,11.493,M4,1.59,3.564852,11.677498,1.386033,-1.003e-05,-3.05e-06,-1.926e-05,1.274506813312677,0.113036935489955,7.082643059e-07,-1.503601148e-06,,,Ori,1,22574,,0.0022019122114844,,12.079,11.849
36236,36338.0,,,GJ 1097,,,7.479288,-3.298158,12.288,435.61,-794.36,0.0,11.47,11.023,,1.486,-4.6331,11.359117,-0.706952,-2.3e-05,-1.232e-05,-4.724e-05,1.9580729940976465,-0.0575637087020799,2.1118968739e-06,-3.851165952e-06,,,Mon,1,36236,,0.0033946890538007,,11.532,11.392
47485,47620.0,,,Gl 360,,,9.709888,70.033886,12.2895,-670.68,-268.66,6.9,10.56,10.112,M3,1.463,-3.464414,2.368123,11.550894,8.14e-06,4.284e-05,1.17e-06,2.5420427709515634,1.2223218971212024,-3.2515483927e-06,-1.302500434e-06,,,UMa,1,47485,,0.0078559733226098,,10.647,10.497
24227,24284.0,,,Gl 192,,,5.211726,19.66565,12.2926,275.09,238.42,-28.6,10.82,10.372,M5,1.55,2.371876,11.329749,4.136752,-2.267e-05,-2.828e-05,3.54e-06,1.3644266626470962,0.3432303360617987,1.3336739538e-06,1.155892777e-06,,,Tau,1,24227,,0.0061830107275171,,10.885,10.765
102070,102401.0,,,Gl 806,,,20.75111,44.499073,12.3198,433.52,272.98,-24.4,10.79,10.337,M3,1.491,5.795698,-6.604754,8.634767,1.9e-07,3.904e-05,-5.86e-06,5.432627975437344,0.7766553421383687,2.1017642679e-06,1.323444385e-06,,,Cyg,1,102070,,0.0063855748507883,,10.841,10.721
49828,49969.0,,,Gl 381,,,10.201303,-2.684732,12.3335,521.57,-601.35,40.0,10.64,10.185,M0,1.566,-10.979393,5.589562,-0.577721,-4.906e-05,-1.001e-05,-3.783e-05,2.670694979623745,-0.046857415986845,2.5286427137e-06,-2.915427068e-06,,,Sex,1,49828,,0.0073451386815711,,10.702,10.522
43464,43587.0,75732.0,3522.0,Gl 324A,55Rho1Cnc,Copernicus,8.876625,28.330819,12.3411,-485.48,-234.4,27.2,5.96,5.503,G8V,0.869,-7.429298,7.925466,5.85673,-1.1e-07,4.258e-05,8.6e-07,2.323894965357257,0.4944660654714137,-2.3536734564e-06,-1.136403267e-06,Rho-1,55.0,Cnc,1,43464,Gl 324,0.5480245321768503,,,
119576,,,,GJ 4350,,,23.614195,-36.481144,12.3457,1149.23,42.14,0.0,13.72,13.262,M4,1.62,9.87607,-1.000247,-7.340237,8.45e-06,6.828e-05,2.03e-06,6.182181731213053,-0.6367160799758,5.571624261e-06,2.04300484e-07,,,Scl,1,119576,,0.0004317178444709,,,
119264,,,,GJ 4098,,,19.141558,32.278403,12.3457,-219.2,-219.2,0.0,11.8,11.342,m,,3.073117,-9.975187,6.59302,-1.047e-05,-1.056e-05,-1.109e-05,5.011248178420611,0.5633644056934001,-1.0627115878e-06,-1.062726132e-06,,,Lyr,1,119264,,0.0025304630494613,,,
118301,,,,GJ 3285,,,4.431462,12.197744,12.3457,-130.0,-225.17,0.0,15.5,15.042,DC8,,4.817127,11.06379,2.608477,8.27e-06,-4.9e-07,-1.317e-05,1.160154081110764,0.21289079322145,-6.302577847e-07,-1.091635571e-06,,,Tau,1,118301,,8.37915067438e-05,,,
118014,,,,GJ 3052,,,0.738944,9.126822,12.3457,799.73,-20.94,0.0,13.8,13.342,m,,11.962011,2.34345,1.958278,-9e-06,4.701e-05,-1.24e-06,0.1934551150223753,0.1592930977583999,3.8772004475e-06,-1.01524832e-07,,,Psc,1,118014,,0.0004010513660866,,,
119419,,,,GJ 4201,,,21.539452,24.560645,12.3457,229.12,-20.05,0.0,12.66,12.202,m,,8.978476,-6.743168,5.131566,8.63e-06,1.066e-05,-1.09e-06,5.639015264255245,0.4286641249548999,1.1108051049e-06,-9.7180902e-08,,,Peg,1,119419,,0.0011460405911366,,,
118273,,,,GJ 3263,,,4.122346,-24.48496,12.3457,192.21,-620.93,0.0,12.4,11.942,M3.5,,5.303193,9.905127,-5.116729,-1.741e-05,-8.14e-06,-3.382e-05,1.07922776601877,-0.4273431606793,9.318603754e-07,-3.010353586e-06,,,Eri,1,118273,,0.001456129498616,,,
119150,,,,GJ 4004,,,17.491829,-80.175898,12.3457,-483.34,478.31,0.0,12.1,11.642,m,,-0.280605,-2.087699,-12.164665,-3.241e-05,-2.412e-05,4.88e-06,4.57935010007782,-1.39933340686905,-2.3432984436e-06,2.318902619e-06,,,Aps,1,119150,,0.0019195525237613,,,
50862,51007.0,,,Gl 390,,,10.419679,-10.228694,12.3457,-689.12,120.68,7.0,10.15,9.692,M0,1.459,-11.124476,4.884423,-2.192331,8.95e-06,4.111e-05,5.84e-06,2.72786570170469,-0.1785243866099462,-3.3409480354e-06,5.85073149e-07,,,Sex,1,50862,,0.0115664477416564,,,
118354,,,,GJ 3333,,,5.130265,17.984296,12.3457,95.77,-263.11,0.0,11.78,11.322,k,1.66,2.650664,11.439422,3.811813,-4.49e-06,6.03e-06,-1.498e-05,1.3431002853030936,0.31388517960905,4.643060619e-07,-1.275607819e-06,,,Tau,1,118354,,0.0025775078699705,,,
118648,,,,GJ 3567,,,9.801829,60.257857,12.3457,-858.47,-193.46,0.0,12.73,12.272,M2,1.64,-5.137473,3.33436,10.719362,1.952e-05,4.858e-05,-5.74e-06,2.566112896999827,1.0516980080031,-4.1619800035e-06,-9.37939938e-07,,,UMa,1,118648,,0.0010744841166445,,,
4559,4569.0,,,Gl 46,,,0.974398,-27.857032,12.3533,1293.37,-298.93,43.0,11.77,11.311,,1.558,10.568623,2.756147,-5.772468,9.99e-06,8.265e-05,-3.638e-05,0.2550968083036268,-0.4861969219684313,6.2704347002e-06,-1.449253535e-06,,,Scl,1,4559,,0.0026037542989387,,11.864,11.694
77716,77952.0,141891.0,5897.0,Gl 601A,Bet TrA,,15.919083,-63.430727,12.3778,-188.45,-401.92,0.4,2.83,2.367,F2III,0.315,-2.869157,-4.734869,-11.070637,1.41e-06,2.415e-05,-1.115e-05,4.167606126725416,-1.10707502492751,-9.13631381e-07,-1.948563144e-06,Bet,,TrA,1,77716,Gl 601,9.84464363980378,,,
84532,84790.0,,,Gl 671,,,17.331294,41.713822,12.3808,285.5,-822.44,-18.9,11.37,10.906,M4,1.56,-1.609655,-9.100608,8.238201,1.367e-05,-2.112e-05,-4.971e-05,4.537322064251757,0.7280435431107025,1.384143058e-06,-3.987301634e-06,,,Her,1,84532,,0.0037809418668329,,11.447,11.287
118383,,,,GJ 3356,,,5.581001,13.880106,12.3916,-119.87,-392.08,0.0,11.81,11.344,M3.5,1.59,1.316956,11.957459,2.972633,7.78e-06,4.83e-06,-2.286e-05,1.461102519692056,0.24225355415645,-5.811461589e-07,-1.900876871e-06,,,Ori,1,118383,,0.0025258060548319,,,
56827,56998.0,101581.0,,Gl 435,,,11.684062,-44.405189,12.4008,-658.0,242.8,13.3,7.77,7.303,K5V,1.064,-8.829036,0.732039,-8.677271,-1.66e-05,4.107e-05,9.1e-07,3.058880336852342,-0.77501675413336,-3.1900740181e-06,1.177127616e-06,,,Cen,1,56827,,0.1044239218543173,,,
26736,26801.0,233153.0,,Gl 212,,,5.691869,53.489801,12.4378,3.16,-517.26,2.0,9.78,9.306,M1,1.473,0.596305,7.376012,9.996908,1.93e-06,2.621e-05,-1.691e-05,1.490127831050983,0.933573138211615,1.53201123e-08,-2.507747244e-06,,,Aur,1,26736,,0.0165044098565227,,,
83793,84051.0,,,,,,17.183124,-52.515508,12.4735,-250.95,158.12,0.0,10.05,9.57,,1.457,-1.611037,-7.417776,-9.897948,-1.644e-05,-4.19e-06,5.82e-06,4.498531240400601,-0.9165685153603288,-1.2166399314e-06,7.66587391e-07,,,Ara,1,83793,,0.0129419584144998,,10.1,9.99
118499,,,,GJ 1101,,,7.937918,83.390574,12.4844,-272.5,-579.09,0.0,13.09,12.608,m,1.68,-0.697523,1.256312,12.401426,-2.5e-06,3.844e-05,-4.03e-06,2.0781419421360243,1.4554400838653,-1.3211172795e-06,-2.807502694e-06,,,Cam,1,118499,,0.0007884969177454,,,
119463,,,,Gl 843,,,22.033543,-19.483316,12.4844,916.64,78.58,0.0,12.03,11.548,M3,1.59,10.244071,-5.794892,-4.163952,2.871e-05,4.75e-05,4.48e-06,5.768368072806072,-0.3400480139433,4.4439961214e-06,3.80981134e-07,,,Aqr,1,119463,,0.0020931483034474,,,
16095,16134.0,21531.0,,Gl 142,,,3.464552,-19.804482,12.4938,537.17,303.87,37.9,8.39,7.907,K5V,1.337,7.242316,9.259198,-4.233158,6.8e-07,5.368e-05,4.18e-06,0.9070175363944186,-0.3456534254708537,2.6042736478e-06,1.473203331e-06,,,Eri,1,16095,,0.0598687237248059,,,
